web-scraper-order,web-scraper-start-url,joblink,joblink-href,Job,company,Location,keyskills,experience
"1551709464-2362","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-29","Drupal Developer","https://www.naukri.com/job-listings-Drupal-Developer-InfoBeans-Technologies-Limited-Pune-3-to-6-years-260219009527?src=premjobsearchDesk&sid=15517094058807&xp=21&px=29","Drupal Developer","InfoBeans Technologies Limited","Pune","Drupal     PHP     Drupal8     drupalAPI     drupalcertified","3 - 6 yrs"
"1551710123-2594","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-24","PHP Architect Opening @ Harman","https://www.naukri.com/job-listings-PHP-Architect-Opening-Harman-Harman-Connected-Services-Corporation-India-Pvt-Ltd-Bengaluru-10-to-12-years-280219003361?src=premjobsearchDesk&sid=15517101182112&xp=39&px=24","null","null","null","null","null"
"1551707495-1684","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-42","Java Developers","https://www.naukri.com/job-listings-Java-Developers-FTD-India-Pvt-Ltd-Hyderabad-3-to-6-years-130219000909?src=premjobsearchDesk&sid=15517075195548&xp=49&px=42","Java Developers","FTD India Pvt. Ltd","Hyderabad","java     spring boot     microservices     docker     core java     Spring Mvc     E - commerce     Migration","3 - 6 yrs"
"1551707467-1674","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-43","SSE, SAP (abap-apo) - Rimini Street - Hyd/blr","https://www.naukri.com/job-listings-SSE-SAP-abap-apo-Rimini-Street-Hyd-blr-Rimini-Street-India-Operations-Pvt-Ltd-Hyderabad-Bengaluru-10-to-15-years-310119003103?src=premjobsearchDesk&sid=15517073963771&xp=9&px=43","null","null","null","null","null"
"1551711319-3027","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-2","Server Side Programmer- Cloud Infra","https://www.naukri.com/job-listings-Server-Side-Programmer-Cloud-Infra-Squareroot-Bengaluru-2-to-5-years-040319900692?src=premjobsearchDesk&sid=15517112251550&xp=6&px=2","Server Side Programmer- Cloud Infra","Squareroot","Bengaluru","Cloud Computing     AWS     Openstack     Azure     Networking     Server Side     System Software     Server Side Programming","2 - 5 yrs"
"1551708500-2040","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-35","UI/ Frontend Developer - Html5/ CSS3","https://www.naukri.com/job-listings-UI-Frontend-Developer-Html5-CSS3-Confidential-Gurgaon-1-to-3-years-260219000390?src=premjobsearchDesk&sid=15517085062925&xp=43&px=35","UI/ Frontend Developer - Html5/ CSS3","Confidential","Gurgaon","Javascript     JQuery     CSS     Ajax     Html5     XHTML     Flash     Front End     Photoshop","1 - 3 yrs"
"1551706763-1411","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-48","Software Senior Engineer India-r&d Java","https://www.naukri.com/job-listings-Software-Senior-Engineer-India-r-d-Java-Dell-International-Services-India-Private-Limited-Bengaluru-6-to-10-years-270219900703?src=premjobsearchDesk&sid=15517067149426&xp=22&px=48","Software Senior Engineer India-r&d Java","Dell International Services India  Private Limited","Bengaluru","HTML5     CSS     JS framework     Angular.js     Knockout.js     Backbone.js     Node.js     J2EE     Spring MVC     AJAX     Hadoop","6 - 10 yrs"
"1551706835-1436","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","Key Account Manager - Renewable Energy/wind Industry","https://www.naukri.com/job-listings-Key-Account-Manager-Renewable-Energy-wind-Industry-Morpheus-Consulting-Pune-10-to-16-years-270219003931?src=premjobsearchDesk&sid=15517068517602&xp=47&px=47","Key Account Manager - Renewable Energy/wind Industry","Morpheus Consulting","Pune","Key Account Manager     marketing     sales     leadership management     #Key Account Management","10 - 16 yrs"
"1551711267-3008","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-2","Machine Learning Developer","https://www.naukri.com/job-listings-Machine-Learning-Developer-DECIMAL-POINT-ANALYTICS-PRIVATE-LIMITED-Mumbai-1-to-2-years-040319002963?src=premjobsearchDesk&sid=15517112251550&xp=25&px=2","Machine Learning Developer","Ã¢â‚¬ËœDECIMAL POINT ANALYTICS PRIVATE LIMITEDÃ¢â‚¬â„¢","Mumbai","machine learning     Natural Language Processing     Artificial Intelligence     Ruby     Python     Deep Learning     R scripts","1 - 2 yrs"
"1551707799-1795","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-40","Software Engineering Lead Analyst","https://www.naukri.com/job-listings-Software-Engineering-Lead-Analyst-Sonus-Networks-India-Pvt-Ltd-Bengaluru-5-to-7-years-280219901386?src=premjobsearchDesk&sid=15517077946212&xp=38&px=40","Software Engineering Lead Analyst","Sonus Networks India Pvt.Ltd","Bengaluru","C     C++     Python     Linux Development     Perl     Software Engineering     Virtualization     Languages     Data Communication     Software Engineering Lead Analyst","5 - 7 yrs"
"1551710299-2657","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-23","Head - Analytics - Fmcg/retail","https://www.naukri.com/job-listings-Head-Analytics-Fmcg-retail-TalPro-Mumbai-10-to-20-years-280219900250?src=premjobsearchDesk&sid=15517102587460&xp=26&px=23","Head - Analytics - Fmcg/retail","TalPro","Mumbai","Sales Operations     Marketing     FMCG     Retail     Business Generation     Strategy Development     Business Reporting     Data Analytics     Data Warehousing     Data Collection     SPSS     R     Neteeza     Advanced Statistics","10 - 20 yrs"
"1551709858-2500","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-26","C/c++ Developer - Linux/unix","https://www.naukri.com/job-listings-C-c-Developer-Linux-unix-Career-Infosystem-Pune-4-to-8-years-270219009651?src=premjobsearchDesk&sid=15517098381524&xp=33&px=26","C/c++ Developer - Linux/unix","Career Infosystem","Pune","C     C++     Algorithms     Linux     Unix     OOPS     Analytical Skills     Problem Solving     Communication Skills","4 - 8 yrs"
"1551707068-1523","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-46","Java/j2ee Lead","https://www.naukri.com/job-listings-Java-j2ee-Lead-Career-Infosystem-Chennai-5-to-8-years-280918004071?src=premjobsearchDesk&sid=15517069897683&xp=10&px=46","Java/j2ee Lead","Career Infosystem","Chennai","Java     Maven     JUnit     HTML     Ant     Spring     J2Ee     Websphere     SOAP     Javascript","5 - 8 yrs"
"1551707848-1812","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-40","Specialist, Bridges","https://www.naukri.com/job-listings-Specialist-Bridges-COWI-India-Pvt-Ltd-Gurgaon-8-to-12-years-140917900282?src=premjobsearchDesk&sid=15517077946212&xp=21&px=40","Specialist, Bridges","COWI India Pvt Ltd.","Gurgaon","design calculations     bridges     structural engineering     highway bridges     river bridges     metro     Bridge Design     Structural Design     Finite Element Analysis     viaduct","8 - 12 yrs"
"1551708775-2132","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-34","C# Tech Lead @ ITPL Bangalore","https://www.naukri.com/job-listings-C-Tech-Lead-ITPL-Bangalore-Applied-Materials-India-Private-Limited-Bengaluru-Whitefield-6-to-10-years-260219007810?src=premjobsearchDesk&sid=1551708654279&xp=1&px=34","null","null","null","null","null"
"1551708176-1929","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-38","Senior Android Developer","https://www.naukri.com/job-listings-Senior-Android-Developer-HABITUS-HR-SOLUTIONS-PVT-LTD-Bengaluru-3-to-8-years-260219004547?src=premjobsearchDesk&sid=15517080816325&xp=4&px=38","Senior Android Developer","HABITUS HR SOLUTIONS PVT LTD  hiring for Financial Services","Bengaluru","Android SDK     UX patterns     Retrofit     OkHttp     Picasso     RxJava     ButterKnife     Dagger     Arch - components     MVP     MVVM","3 - 8 yrs"
"1551709004-2211","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-32","Project Leader: Piping Design","https://www.naukri.com/job-listings-Project-Leader-Piping-Design-QuEST-Global-Engineering-Services-Private-Limited-Bengaluru-10-to-14-years-260219900944?src=premjobsearchDesk&sid=15517089557973&xp=22&px=32","null","null","null","null","null"
"1551707253-1590","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-44","Deputy Chief Engineers / Principal Engineers / Sr. Engineers - Civil &","https://www.naukri.com/job-listings-Deputy-Chief-Engineers-Principal-Engineers-Sr-Engineers-Civil-Tecnimont-Pvt-Ltd-Mumbai-6-to-11-years-220119001275?src=premjobsearchDesk&sid=15517072621477&xp=43&px=44","Deputy Chief Engineers / Principal Engineers / Sr. Engineers - Civil &","Tecnimont Pvt. Ltd.","Mumbai","civil engineering     staad pro     industrial structures     blast resistant structures     foundations     design engineer     structure     civil structure     civil design     stadd pro     stadd - pro     stadd","6 - 11 yrs"
"1551707375-1635","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-43","Head - IT","https://www.naukri.com/job-listings-Head-IT-Entertainment-City-Ltd-Noida-10-to-12-years-050219901650?src=premjobsearchDesk&sid=15517073963771&xp=48&px=43","Head - IT","Entertainment City Ltd.","Noida","networking     information technology     technical support     hardware maintenance     network management     computer hardware     disaster recovery     business continuity     disciplinary action     technical management     information analysis","10 - 12 yrs"
"1551708958-2194","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-32","Data Analyst Associate - R/python","https://www.naukri.com/job-listings-Data-Analyst-Associate-R-python-Think-Analytics-Startup-Mumbai-0-to-2-years-010319900051?src=premjobsearchDesk&sid=15517089557973&xp=39&px=32","Data Analyst Associate - R/python","Think Analytics - Startup","Mumbai","Text Mining     Hive     NoSQL     Python     R     SQL     Data Analysis     Machine Learning     Couchdb     Data Visualization     MongoDB     JSON","0 - 2 yrs"
"1551710681-2798","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-20","Data Scientist (python/r Programmer)","https://www.naukri.com/job-listings-Data-Scientist-python-r-Programmer-Infotech-Global-India-Ltd-Bengaluru-Sector-7-HSR-Layout-2-to-5-years-250219007984?src=premjobsearchDesk&sid=15517106685705&xp=35&px=20","Data Scientist (python/r Programmer)","Infotech Global India Ltd.","Bengaluru(Sector 7 HSR Layout)","machine learning     python     sql     hadoop     algorithms     r","2 - 5 yrs"
"1551710449-2711","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-22","Sr. Software Engineer - Mobile and Embedded Environment","https://www.naukri.com/job-listings-Sr-Software-Engineer-Mobile-and-Embedded-Environment-Career-Infosystem-Bengaluru-3-to-8-years-280219901091?src=premjobsearchDesk&sid=15517104022703&xp=22&px=22","Sr. Software Engineer - Mobile and Embedded Environment","Career Infosystem","Bengaluru","C++     QT     Linux     OOP     QNX     Software Development     RTSP     Software Engineering     MVC     Embedded Development     HMI     multithreaded programming     web services     HTTP protocol","3 - 8 yrs"
"1551706968-1485","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-46","SAP ECC Test Engineer - Fi/co/alm Modules","https://www.naukri.com/job-listings-SAP-ECC-Test-Engineer-Fi-co-alm-Modules-Confidential-EU-8-to-10-years-251018009620?src=premjobsearchDesk&sid=15517069897683&xp=48&px=46","SAP ECC Test Engineer - Fi/co/alm Modules","Confidential","EU","idocs     outbound     test cases     test data     test engineering     test execution     test management     sap ecc     enterprise structure     application maintenance","8 - 10 yrs"
"1551710793-2840","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","Software Development lead Automation","https://www.naukri.com/job-listings-Software-Development-lead-Automation-RANDSTAD-INDIA-PVT-LTD-Chandigarh-7-to-12-years-250219901866?src=premjobsearchDesk&sid=15517108017793&xp=43&px=19","Software Development lead Automation","RANDSTAD INDIA PVT LTD","Chandigarh","agile development     software development     product management     project development     design development     automation tools     distribution system     process automation     operating systems     software engineer     rpa developer     chatbot developer","7 - 12 yrs"
"1551707503-1687","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-42","Principal Software Engineer","https://www.naukri.com/job-listings-Principal-Software-Engineer-Red-Hat-India-Pvt-Ltd-Bengaluru-10-to-18-years-280219001279?src=premjobsearchDesk&sid=15517075195548&xp=46&px=42","Principal Software Engineer","Red Hat India Pvt Ltd","Bengaluru","distribution system     software design     software engineering     reliability engineering     sre     site reliability engineer     cloud     storage     jenkins     python     go     ci     cd","10 - 18 yrs"
"1551707432-1660","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-43","Cockpit Design Engineer","https://www.naukri.com/job-listings-Cockpit-Design-Engineer-Mobis-India-Limited-Hyderabad-6-to-11-years-221118000463?src=premjobsearchDesk&sid=15517073963771&xp=23&px=43","Cockpit Design Engineer","Mobis India Limited","Hyderabad","catia     dfmea     teamcenter     instrument panel     product development     console     cockpit     cockpit designing     cockpit design engineer","6 - 11 yrs"
"1551710562-2752","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-21","Con - Spend Analytics","https://www.naukri.com/job-listings-Con-Spend-Analytics-Pylon-Management-Consulting-Pvt-Ltd-Noida-2-to-4-years-190219008314?src=premjobsearchDesk&sid=15517105371288&xp=31&px=21","Con - Spend Analytics","Pylon Management Consulting Pvt Ltd  hiring for One of the leading client of Pylon Consulting","Noida","Spend Analysis     spend analytics     Category Management     procurement analytics","2 - 4 yrs"
"1551707610-1728","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-42","Android Native Developer","https://www.naukri.com/job-listings-Android-Native-Developer-Techolution-India-Private-Limited-Hyderabad-2-to-6-years-280219003180?src=premjobsearchDesk&sid=15517075195548&xp=5&px=42","Android Native Developer","Techolution India Private Limited","Hyderabad","core java     android     algorithms     sdk     Cordova     Native","2 - 6 yrs"
"1551711281-3013","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-2","Data Engineer","https://www.naukri.com/job-listings-Data-Engineer-Skoruz-Technologies-Hyderabad-Bengaluru-Chennai-Pune-Mumbai-Delhi-NCR-5-to-10-years-040319900573?src=premjobsearchDesk&sid=15517112251550&xp=20&px=2","Data Engineer","Skoruz Technologies","Hyderabad,    Bengaluru,    Chennai,    Pune,    Mumbai,    Delhi NCR","C++     Java     Spark     Data Structures     SCALA     Hive     Sqoop     NoSQL     Cassandra     Big Data     Data Engineer","5 - 10 yrs"
"1551708216-1943","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-37","IBM Integration Consultant - Middleware Platform","https://www.naukri.com/job-listings-IBM-Integration-Consultant-Middleware-Platform-Naavinya-Cad-Soft-Chennai-8-to-12-years-010319001020?src=premjobsearchDesk&sid=15517082166820&xp=40&px=37","IBM Integration Consultant - Middleware Platform","Naavinya Cad Soft","Chennai","SQL Queries     ESB     Oracle Apps     XML     Web Services     MQ     Ibm Integration Bus     Web Technologies     Technical Design     Production Support","8 - 12 yrs"
"1551708814-2144","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-33","Full Stack Developer - Virtusa","https://www.naukri.com/job-listings-Full-Stack-Developer-Virtusa-Virtusa-Consulting-Services-Pvt-Ltd-Chennai-Porur-3-to-5-years-260219008582?src=premjobsearchDesk&sid=15517088082922&xp=39&px=33","null","null","null","null","null"
"1551707671-1751","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-41","Senior Advisor, Product Management","https://www.naukri.com/job-listings-Senior-Advisor-Product-Management-Dell-International-Services-India-Private-Limited-Pune-9-to-13-years-280219901096?src=premjobsearchDesk&sid=15517076516301&xp=32&px=41","Senior Advisor, Product Management","Dell International Services India  Private Limited","Pune","sales support     product marketing     product management     product planning     competitive analysis     business case     professional services     agile development     agile methodology","9 - 13 yrs"
"1551709336-2319","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-30","Java Backend Developer","https://www.naukri.com/job-listings-Java-Backend-Developer-Cashify-Gurgaon-2-to-5-years-200219003875?src=premjobsearchDesk&sid=1551709259239&xp=14&px=30","Java Backend Developer","Cashify","Gurgaon","Hibernate     Spring     Core Java     Rest     Oracle     MySQL     MS SQL     Web Technologies     Database     Web Application     Backend","2 - 5 yrs"
"1551709580-2403","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-28","UI Developer","https://www.naukri.com/job-listings-UI-Developer-CARS24-SERVICES-PRIVATE-LIMITED-Delhi-NCR-Gurgaon-2-to-5-years-270219003493?src=premjobsearchDesk&sid=15517095509489&xp=30&px=28","UI Developer","CARS24 SERVICES PRIVATE LIMITED","Delhi NCR,    Gurgaon","JQuery     Javascript     CSS     UI Development     HTML     Bootstrap     Grunt     Ajax     Angularjs     UX","2 - 5 yrs"
"1551708495-2038","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-35","Module Lead / Lead Software Engineer-ui","https://www.naukri.com/job-listings-Module-Lead-Lead-Software-Engineer-ui-Cleartrail-Technologies-Pvt-Ltd-Indore-7-to-12-years-260219000022?src=premjobsearchDesk&sid=15517085062925&xp=45&px=35","Module Lead / Lead Software Engineer-ui","Cleartrail Technologies Pvt Ltd","Indore","javascript     jquery     html5     angularjs     user interface designing     ux     user experience     browser compatibility     web application     web technologies     bootstrap     css","7 - 12 yrs"
"1551710730-2817","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-20","MTS - Kernel Programming / OS Internals","https://www.naukri.com/job-listings-MTS-Kernel-Programming-OS-Internals-NetApp-Bengaluru-3-to-6-years-250219901516?src=premjobsearchDesk&sid=15517106685705&xp=16&px=20","null","null","null","null","null"
"1551708280-1966","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-37","Virtusa is Hiring Full Stack Architect - Chennai","https://www.naukri.com/job-listings-Virtusa-is-Hiring-Full-Stack-Architect-Chennai-Virtusa-Consulting-Services-Pvt-Ltd-Chennai-Porur-9-to-14-years-250219005544?src=premjobsearchDesk&sid=15517082166820&xp=17&px=37","Virtusa is Hiring Full Stack Architect - Chennai","Virtusa Consulting Services Pvt Ltd","Chennai(Porur)","Java     SQL     Oracle     jQuery     XML     JSON     Rest     SOAP     Html5     Db2     Kubernete     Docker     Agile Methodology","9 - 14 yrs"
"1551707761-1782","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-41","DGM- Sales & Marketing( West)","https://www.naukri.com/job-listings-DGM-Sales-Marketing-West-Shanvi-Staffing-And-Training-Services-Mumbai-14-to-20-years-280219006491?src=premjobsearchDesk&sid=15517076516301&xp=1&px=41","DGM- Sales & Marketing( West)","Shanvi Staffing And Training Services  hiring for A client of Shanvi Staffing and Training Services","Mumbai","sales     business development     dgm","14 - 20 yrs"
"1551711175-2975","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-3","Lead Firmware Engineer - Embedded C/c++","https://www.naukri.com/job-listings-Lead-Firmware-Engineer-Embedded-C-c-TalentStack-The-Hiring-Story-Mumbai-4-to-8-years-040319002278?src=premjobsearchDesk&sid=15517110881881&xp=8&px=3","Lead Firmware Engineer - Embedded C/c++","TalentStack/The Hiring Story","Mumbai","Embedded C     UART     ARM     C++     Firmware Development     JTAG     Cortex     Timers     Debugging     Bluetooth","4 - 8 yrs"
"1551707240-1585","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-44","Software Engineer - Android Developer","https://www.naukri.com/job-listings-Software-Engineer-Android-Developer-Cashify-Gurgaon-2-to-4-years-290119006772?src=premjobsearchDesk&sid=15517072621477&xp=48&px=44","Software Engineer - Android Developer","Cashify","Gurgaon","Software Engineering     Android Developer     restful api     User Interface Designing     gyroscopes     Front End","2 - 4 yrs"
"1551710128-2596","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-24","Core Java Developer","https://www.naukri.com/job-listings-Core-Java-Developer-Xoriant-Solutions-Pvt-Ltd-Mumbai-4-to-9-years-200918009497?src=premjobsearchDesk&sid=15517101182112&xp=37&px=24","null","null","null","null","null"
"1551708503-2041","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-35","Angular 6 Developer - Html/ CSS/ JavaScript","https://www.naukri.com/job-listings-Angular-6-Developer-Html-CSS-JavaScript-Confidential-Gurgaon-1-to-3-years-260219000373?src=premjobsearchDesk&sid=15517085062925&xp=42&px=35","Angular 6 Developer - Html/ CSS/ JavaScript","Confidential","Gurgaon","Javascript     HTML     CSS     Bootstrap     JQuery     Web Application Development     Front End     Design Patterns     Web Technologies     Unit Testing","1 - 3 yrs"
"1551708391-2002","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-36","Senior Quality Assurance Engineer - Automation Testing","https://www.naukri.com/job-listings-Senior-Quality-Assurance-Engineer-Automation-Testing-Jobay-Bengaluru-4-to-7-years-250219901639?src=premjobsearchDesk&sid=15517083601050&xp=31&px=36","Senior Quality Assurance Engineer - Automation Testing","Jobay","Bengaluru","Quality Assurance Engineer     Automation Testing     Testing     Automation     Quality Assurance     BDD     CI","4 - 7 yrs"
"1551708673-2098","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-34","DFT Engineer","https://www.naukri.com/job-listings-DFT-Engineer-ON-Semiconductor-Technology-India-Private-Limited-Bengaluru-2-to-7-years-260219006251?src=premjobsearchDesk&sid=1551708654279&xp=35&px=34","DFT Engineer","ON Semiconductor Technology India Private Limited","Bengaluru","Atpg     DFT     Perl     JTAG     Scanning     Testing Tools","2 - 7 yrs"
"1551708622-2082","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-35","Core Java+jni Openings, Bangalore Location","https://www.naukri.com/job-listings-Core-Java-jni-Openings-Bangalore-Location-GlobalEdge-Software-ltd-Bengaluru-3-to-6-years-260219005833?src=premjobsearchDesk&sid=15517085062925&xp=1&px=35","Core Java+jni Openings, Bangalore Location","GlobalEdge Software ltd","Bengaluru","Core Java     JNI","3 - 6 yrs"
"1551711138-2961","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-3","Senior Software Engineer- Full Stack Development- Javascript/angularjs","https://www.naukri.com/job-listings-Senior-Software-Engineer-Full-Stack-Development-Javascript-angularjs-TalentStack-The-Hiring-Story-Bengaluru-3-to-6-years-040319002086?src=premjobsearchDesk&sid=15517110881881&xp=22&px=3","Senior Software Engineer- Full Stack Development- Javascript/angularjs","TalentStack/The Hiring Story","Bengaluru","Javascript     JQuery     Java     MySQL     SQL Server     Node.Js     C++     PHP     C#     JSON     Full Stack Development     Python","3 - 6 yrs"
"1551706426-1288","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-50","Mobile UX Design Engineer - Html/ CSS/ JavaScript","https://www.naukri.com/job-listings-Mobile-UX-Design-Engineer-Html-CSS-JavaScript-ReadMind-info-Services-Hyderabad-3-to-8-years-270219900022?src=premjobsearchDesk&sid=15517064351525&xp=45&px=50","Mobile UX Design Engineer - Html/ CSS/ JavaScript","ReadMind info Services","Hyderabad","CSS     HTML     Javascript     Html5     Accessibility     UX     Quartz     Usability     Detailing     Design Engineering","3 - 8 yrs"
"1551710571-2755","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-21","Mean Stack Developer - Indore","https://www.naukri.com/job-listings-Mean-Stack-Developer-Indore-INTELLI-AI-TRILLION-TECHNOLOGIES-PVT-LTD-Indore-3-to-8-years-200219008907?src=premjobsearchDesk&sid=15517105371288&xp=28&px=21","Mean Stack Developer - Indore","INTELLI AI TRILLION TECHNOLOGIES PVT. LTD.","Indore","Mean Stack     MongoDB     Angularjs     Node.Js     React.Js     NoSQL     SQL     Javascript     HTML5 Developer","3 - 8 yrs"
"1551707907-1832","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-40","Director - Risk Modeling - Investment Bank","https://www.naukri.com/job-listings-Director-Risk-Modeling-Investment-Bank-Black-Turtle-India-Pvt-Ltd-Navi-Mumbai-12-to-20-years-280219901595?src=premjobsearchDesk&sid=15517077946212&xp=1&px=40","null","null","null","null","null"
"1551710387-2687","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-22","Applications Development NET Developer","https://www.naukri.com/job-listings-Applications-Development-NET-Developer-Citicorp-Services-India-Pvt-Ltd-Pune-9-to-14-years-280219900524?src=premjobsearchDesk&sid=15517104022703&xp=46&px=22","Applications Development NET Developer","Citicorp Services India Pvt Ltd","Pune","Javascript     HTML     Ajax     Windows     jQuery     WCF     MS SQL     Middleware     IIS     JSON","9 - 14 yrs"
"1551709126-2250","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-31","Technical Project Manager - Pmp/prince2","https://www.naukri.com/job-listings-Technical-Project-Manager-Pmp-prince2-Sourcebits-Technologies-Bengaluru-10-to-15-years-260219901960?src=premjobsearchDesk&sid=15517090989091&xp=33&px=31","Technical Project Manager - Pmp/prince2","Sourcebits Technologies","Bengaluru","project management     pmp     prince2     project planning     project documentation     risk management     proposals     budget preparation     Technical Project Manager     software development","10 - 15 yrs"
"1551706622-1361","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-49","Engineering Director - Digital Experience","https://www.naukri.com/job-listings-Engineering-Director-Digital-Experience-Simply-People-Bengaluru-15-to-20-years-270219002184?src=premjobsearchDesk&sid=15517065763070&xp=22&px=49","Engineering Director - Digital Experience","Simply People","Bengaluru","HTML     CSS     Javascript     Algorithms     Java     CMS     Data Structures     Sales     Marketing     Business Development Operations","15 - 20 yrs"
"1551707650-1743","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-41","Job | We are Hiring for Abap-hana Consultant for Noida/pune Location f","https://www.naukri.com/job-listings-We-are-Hiring-for-Abap-hana-Consultant-for-Noida-pune-Location-f-Birlasoft-Limited-Delhi-NCR-Pune-3-to-8-years-280219003845?src=premjobsearchDesk&sid=15517076516301&xp=40&px=41","Job | We are Hiring for Abap-hana Consultant for Noida/pune Location f","Birlasoft Limited","Delhi NCR,    Pune","smartforms     sap abap     bdc     bapi     reporting     workflow     Ricef     IDOCS     OOPS     ABAP","3 - 8 yrs"
"1551708605-2076","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-35","Software Developer / Technical Lead - C++ Developement","https://www.naukri.com/job-listings-Software-Developer-Technical-Lead-C-Developement-GILBARCO-VEEDER-ROOT-INDIA-PRIVATE-LIMITED-Mumbai-5-to-10-years-260219005466?src=premjobsearchDesk&sid=15517085062925&xp=7&px=35","Software Developer / Technical Lead - C++ Developement","GILBARCO VEEDER ROOT INDIA PRIVATE LIMITED","Mumbai","Software Development     C++     Linux     windows     Visual Studio","5 - 10 yrs"
"1551709221-2280","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-31","Node.js Developer - Javascript/html5/css3","https://www.naukri.com/job-listings-Node-js-Developer-Javascript-html5-css3-CoutLoot-Startup-Mumbai-1-to-3-years-010319900173?src=premjobsearchDesk&sid=15517090989091&xp=3&px=31","Node.js Developer - Javascript/html5/css3","CoutLoot-Startup","Mumbai","Javascript     CSS     Html5     Node.Js     Accessibility     GIT     Front End     Version Control     VS     Automation Testing     Node.js Developer","1 - 3 yrs"
"1551706560-1337","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-49","Software Test Engineer - Selenium/jmeter","https://www.naukri.com/job-listings-Software-Test-Engineer-Selenium-jmeter-Emploi-Consultancy-Bengaluru-2-to-4-years-270219900286?src=premjobsearchDesk&sid=15517065763070&xp=46&px=49","Software Test Engineer - Selenium/jmeter","Emploi Consultancy","Bengaluru","software test engineer     selenium     jmeter     test engineer     test strategy     test execution     Java     C#     SOAPUI","2 - 4 yrs"
